ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE
10204,42,$100.00,"$6,182.40",12/02/03,Shipped,4,12,2003,Classic Cars,141,S18_1129,NYC,NY,10022,USA,NA,Medium
10212,29,$100.00,"$4,186.73",01/16/04,Shipped,1,1,2004,Classic Cars,141,S18_1129,Madrid,,28034,Spain,EMEA,Medium
10225,32,$100.00,"$4,529.28",02/22/04,Shipped,1,2,2004,Classic Cars,141,S18_1129,Gensve,,1203,Switzerland,EMEA,Medium
10240,41,$100.00,"$5,628.89",04/13/04,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka,Osaka,530-0003,Japan,Japan,Medium
10253,26,$100.00,"$3,054.48",06/01/04,Cancelled,2,6,2004,Classic Cars,141,S18_1129,Liverpool,,WX1 6LT,UK,EMEA,Medium
10266,21,$100.00,"$2,526.51",07/06/04,Shipped,3,7,2004,Classic Cars,141,S18_1129,Reggio Emilia,,42100,Italy,EMEA,Small
10278,34,$100.00,"$4,667.86",08/06/04,Shipped,3,8,2004,Classic Cars,141,S18_1129,Las Vegas,NV,83030,USA,NA,Medium
10287,41,$100.00,"$6,499.32",08/30/04,Shipped,3,8,2004,Classic Cars,141,S18_1129,Gensve,,1203,Switzerland,EMEA,Medium
10301,37,$100.00,"$5,917.78",10/05/03,Shipped,4,10,2003,Classic Cars,141,S18_1129,Oslo,,N 0106,Norway,EMEA,Medium
10310,37,$100.00,"$6,231.91",10/16/04,Shipped,4,10,2004,Classic Cars,141,S18_1129,Koln,,50739,Germany,EMEA,Medium
10321,41,$100.00,"$5,803.14",11/04/04,Shipped,4,11,2004,Classic Cars,141,S18_1129,New Bedford,MA,50553,USA,NA,Medium
10331,46,$100.00,"$6,434.02",11/17/04,Shipped,4,11,2004,Classic Cars,141,S18_1129,Philadelphia,PA,71270,USA,NA,Medium
10342,40,$100.00,"$6,454.40",11/24/04,Shipped,4,11,2004,Classic Cars,141,S18_1129,Melbourne,Victoria,3004,Australia,APAC,Medium
10356,43,$97.60,"$4,196.80",12/09/04,Shipped,4,12,2004,Classic Cars,141,S18_1129,Paris,,75508,France,EMEA,Medium
10365,30,$87.06,"$2,611.80",01/07/05,Shipped,1,1,2005,Classic Cars,141,S18_1129,New Bedford,MA,50553,USA,NA,Small
10377,35,$100.00,"$5,895.05",02/09/05,Shipped,1,2,2005,Classic Cars,141,S18_1129,Helsinki,,21240,Finland,EMEA,Medium
10390,36,$93.77,"$3,375.72",03/04/05,Shipped,1,3,2005,Classic Cars,141,S18_1129,San Rafael,CA,97562,USA,NA,Medium
10406,61,$100.00,"$8,374.69",04/15/05,Disputed,2,4,2005,Classic Cars,141,S18_1129,Kobenhavn,,1734,Denmark,EMEA,Large
10419,38,$100.00,"$4,464.24",05/17/05,Shipped,2,5,2005,Classic Cars,141,S18_1129,Salzburg,,5020,Austria,EMEA,Medium
10102,39,$100.00,"$4,808.31",01/10/03,Shipped,1,1,2003,Vintage Cars,102,S18_1342,NYC,NY,10022,USA,NA,Medium
10111,33,$99.66,"$3,288.78",03/25/03,Shipped,1,3,2003,Vintage Cars,102,S18_1342,San Francisco,CA,,USA,NA,Medium
10125,32,$100.00,"$3,254.72",05/21/03,Shipped,2,5,2003,Vintage Cars,102,S18_1342,Melbourne,Victoria,3004,Australia,APAC,Medium
10139,31,$100.00,"$3,184.94",07/16/03,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Chatswood,NSW,2067,Australia,APAC,Medium
10149,50,$100.00,"$5,907.50",09/12/03,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Brisbane,CA,94217,USA,NA,Medium
10162,48,$91.44,"$4,389.12",10/18/03,Shipped,4,10,2003,Vintage Cars,102,S18_1342,San Francisco,CA,,USA,NA,Medium
10173,43,$100.00,"$5,036.16",11/05/03,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Bergamo,,24100,Italy,EMEA,Medium
10182,25,$87.33,"$2,183.25",11/12/03,Shipped,4,11,2003,Vintage Cars,102,S18_1342,San Rafael,CA,97562,USA,NA,Small
10193,28,$100.00,"$3,106.88",11/21/03,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Glen Waverly,Victoria,3150,Australia,APAC,Medium
10205,36,$100.00,"$3,735.72",12/03/03,Shipped,4,12,2003,Vintage Cars,102,S18_1342,Madrid,,28034,Spain,EMEA,Medium
10215,27,$89.38,"$2,413.26",01/29/04,Shipped,1,1,2004,Vintage Cars,102,S18_1342,Burbank,CA,94019,USA,NA,Small
10227,25,$100.00,"$2,953.75",03/02/04,Shipped,1,3,2004,Vintage Cars,102,S18_1342,Lyon,,69004,France,EMEA,Small
10244,40,$100.00,"$4,684.80",04/29/04,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Madrid,,28034,Spain,EMEA,Medium
10256,34,$95.55,"$3,248.70",06/08/04,Shipped,2,6,2004,Vintage Cars,102,S18_1342,Kobenhavn,,1734,Denmark,EMEA,Medium
10280,50,$100.00,"$5,239.50",08/17/04,Shipped,3,8,2004,Vintage Cars,102,S18_1342,Torino,,10100,Italy,EMEA,Medium
10289,38,$100.00,"$4,567.98",09/03/04,Shipped,3,9,2004,Vintage Cars,102,S18_1342,Bergen,,N 5804,Norway,EMEA,Medium
10304,37,$95.55,"$3,535.35",10/11/04,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Versailles,,78000,France,EMEA,Medium
10312,43,$89.38,"$3,843.34",10/21/04,Shipped,4,10,2004,Vintage Cars,102,S18_1342,San Rafael,CA,97562,USA,NA,Medium
10322,43,$86.30,"$3,710.90",11/04/04,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Nashua,NH,62005,USA,NA,Medium
10332,46,$95.13,"$4,375.98",11/17/04,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Manchester,,EC2 5NT,UK,EMEA,Medium
10346,42,$36.11,"$1,516.62",11/29/04,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Las Vegas,NV,83030,USA,NA,Small
10356,50,$50.18,"$2,509.00",12/09/04,Shipped,4,12,2004,Vintage Cars,102,S18_1342,Paris,,75508,France,EMEA,Small
10369,44,$100.00,"$9,240.44",01/20/05,Shipped,1,1,2005,Vintage Cars,102,S18_1342,Brickhaven,MA,58339,USA,NA,Large
10380,27,$93.16,"$2,515.32",02/16/05,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Madrid,,28034,Spain,EMEA,Small
10391,35,$100.00,"$5,548.90",03/09/05,Shipped,1,3,2005,Vintage Cars,102,S18_1342,North Sydney,NSW,2060,Australia,APAC,Medium
10422,51,$95.55,"$4,873.05",05/30/05,In Process,2,5,2005,Vintage Cars,102,S18_1342,Allentown,PA,70267,USA,NA,Medium
10102,41,$50.14,"$2,055.74",01/10/03,Shipped,1,1,2003,Vintage Cars,53,S18_1367,NYC,NY,10022,USA,NA,Small
10111,48,$49.06,"$2,354.88",03/25/03,Shipped,1,3,2003,Vintage Cars,53,S18_1367,San Francisco,CA,,USA,NA,Small
10126,42,$54.99,"$2,309.58",05/28/03,Shipped,2,5,2003,Vintage Cars,53,S18_1367,Madrid,,28023,Spain,EMEA,Small
10139,49,$43.13,"$2,113.37",07/16/03,Shipped,3,7,2003,Vintage Cars,53,S18_1367,Chatswood,NSW,2067,Australia,APAC,Small
10149,30,$58.22,"$1,746.60",09/12/03,Shipped,3,9,2003,Vintage Cars,53,S18_1367,Brisbane,CA,94217,USA,NA,Small
10162,45,$51.21,"$2,304.45",10/18/03,Shipped,4,10,2003,Vintage Cars,53,S18_1367,San Francisco,CA,,USA,NA,Small
10173,48,$44.21,"$2,122.08",11/05/03,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Bergamo,,24100,Italy,EMEA,Small
10182,32,$54.45,"$1,742.40",11/12/03,Shipped,4,11,2003,Vintage Cars,53,S18_1367,San Rafael,CA,97562,USA,NA,Small
10193,46,$53.37,"$2,455.02",11/21/03,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Glen Waverly,Victoria,3150,Australia,APAC,Small
10205,48,$63.61,"$3,053.28",12/03/03,Shipped,4,12,2003,Vintage Cars,53,S18_1367,Madrid,,28034,Spain,EMEA,Medium
10215,33,$43.13,"$1,423.29",01/29/04,Shipped,1,1,2004,Vintage Cars,53,S18_1367,Burbank,CA,94019,USA,NA,Small
10227,31,$48.52,"$1,504.12",03/02/04,Shipped,1,3,2004,Vintage Cars,53,S18_1367,Lyon,,69004,France,EMEA,Small
10244,20,$58.22,"$1,164.40",04/29/04,Shipped,2,4,2004,Vintage Cars,53,S18_1367,Madrid,,28034,Spain,EMEA,Small
10256,29,$51.75,"$1,500.75",06/08/04,Shipped,2,6,2004,Vintage Cars,53,S18_1367,Kobenhavn,,1734,Denmark,EMEA,Small
10280,27,$57.68,"$1,557.36",08/17/04,Shipped,3,8,2004,Vintage Cars,53,S18_1367,Torino,,10100,Italy,EMEA,Small
10289,24,$56.07,"$1,345.68",09/03/04,Shipped,3,9,2004,Vintage Cars,53,S18_1367,Bergen,,N 5804,Norway,EMEA,Small
10304,37,$48.52,"$1,795.24",10/11/04,Shipped,4,10,2004,Vintage Cars,53,S18_1367,Versailles,,78000,France,EMEA,Small
10312,25,$44.21,"$1,105.25",10/21/04,Shipped,4,10,2004,Vintage Cars,53,S18_1367,San Rafael,CA,97562,USA,NA,Small
10322,41,$57.68,"$2,364.88",11/04/04,Shipped,4,11,2004,Vintage Cars,53,S18_1367,Nashua,NH,62005,USA,NA,Small
10332,27,$89.89,"$2,427.03",11/17/04,Shipped,4,11,2004,Vintage Cars,53,S18_1367,Manchester,,EC2 5NT,UK,EMEA,Small
10347,21,$58.95,"$1,237.95",11/29/04,Shipped,4,11,2004,Vintage Cars,53,S18_1367,Melbourne,Victoria,3004,Australia,APAC,Small
10356,22,$72.41,"$1,593.02",12/09/04,Shipped,4,12,2004,Vintage Cars,53,S18_1367,Paris,,75508,France,EMEA,Small
10369,32,$98.63,"$3,156.16",01/20/05,Shipped,1,1,2005,Vintage Cars,53,S18_1367,Brickhaven,MA,58339,USA,NA,Medium
10381,25,$52.83,"$1,320.75",02/17/05,Shipped,1,2,2005,Vintage Cars,53,S18_1367,San Francisco,CA,,USA,NA,Small
10391,42,$100.00,"$4,998.00",03/09/05,Shipped,1,3,2005,Vintage Cars,53,S18_1367,North Sydney,NSW,2060,Australia,APAC,Medium
10422,25,$51.75,"$1,293.75",05/30/05,In Process,2,5,2005,Vintage Cars,53,S18_1367,Allentown,PA,70267,USA,NA,Small
10110,37,$100.00,"$5,433.08",03/18/03,Shipped,1,3,2003,Classic Cars,124,S18_1589,Manchester,,EC2 5NT,UK,EMEA,Medium
10123,26,$100.00,"$3,073.72",05/20/03,Shipped,2,5,2003,Classic Cars,124,S18_1589,Nantes,,44000,France,EMEA,Medium
10137,44,$99.55,"$4,380.20",07/10/03,Shipped,3,7,2003,Classic Cars,124,S18_1589,Reims,,51100,France,EMEA,Medium
10148,47,$100.00,"$5,848.68",09/11/03,Shipped,3,9,2003,Classic Cars,124,S18_1589,North Sydney,NSW,2060,Australia,APAC,Medium
10161,43,$100.00,"$6,153.73",10/17/03,Shipped,4,10,2003,Classic Cars,124,S18_1589,Aaarhus,,8200,Denmark,EMEA,Medium
10172,42,$100.00,"$4,965.24",11/05/03,Shipped,4,11,2003,Classic Cars,124,S18_1589,Bridgewater,CT,97562,USA,NA,Medium
10181,42,$100.00,"$5,435.64",11/12/03,Shipped,4,11,2003,Classic Cars,124,S18_1589,Bergen,,N 5804,Norway,EMEA,Medium
10192,29,$100.00,"$4,258.36",11/20/03,Shipped,4,11,2003,Classic Cars,124,S18_1589,Nashua,NH,62005,USA,NA,Medium
10204,40,$100.00,"$4,032.00",12/02/03,Shipped,4,12,2003,Classic Cars,124,S18_1589,NYC,NY,10022,USA,NA,Medium
10212,38,$100.00,"$4,492.36",01/16/04,Shipped,1,1,2004,Classic Cars,124,S18_1589,Madrid,,28034,Spain,EMEA,Medium
10226,38,$100.00,"$4,161.38",02/26/04,Shipped,1,2,2004,Classic Cars,124,S18_1589,San Diego,CA,91217,USA,NA,Medium
10241,21,$100.00,"$2,508.66",04/13/04,Shipped,2,4,2004,Classic Cars,124,S18_1589,Strasbourg,,67000,France,EMEA,Small
10253,24,$100.00,"$3,374.88",06/01/04,Cancelled,2,6,2004,Classic Cars,124,S18_1589,Liverpool,,WX1 6LT,UK,EMEA,Medium
10266,36,$100.00,"$5,196.60",07/06/04,Shipped,3,7,2004,Classic Cars,124,S18_1589,Reggio Emilia,,42100,Italy,EMEA,Medium
10278,23,$100.00,"$2,604.52",08/06/04,Shipped,3,8,2004,Classic Cars,124,S18_1589,Las Vegas,NV,83030,USA,NA,Small
10288,20,$100.00,"$2,936.80",09/01/04,Shipped,3,9,2004,Classic Cars,124,S18_1589,Singapore,,69045,Singapore,APAC,Small
10301,32,$100.00,"$3,424.64",10/05/03,Shipped,4,10,2003,Classic Cars,124,S18_1589,Oslo,,N 0106,Norway,EMEA,Medium
10311,29,$100.00,"$2,923.20",10/16/04,Shipped,4,10,2004,Classic Cars,124,S18_1589,Madrid,,28034,Spain,EMEA,Small
10321,44,$100.00,"$4,489.76",11/04/04,Shipped,4,11,2004,Classic Cars,124,S18_1589,New Bedford,MA,50553,USA,NA,Medium
10331,44,$100.00,"$4,849.24",11/17/04,Shipped,4,11,2004,Classic Cars,124,S18_1589,Philadelphia,PA,71270,USA,NA,Medium
10343,36,$100.00,"$5,848.92",11/24/04,Shipped,4,11,2004,Classic Cars,124,S18_1589,Reims,,51100,France,EMEA,Medium
10367,49,$56.30,"$2,758.70",01/12/05,Resolved,1,1,2005,Classic Cars,124,S18_1589,Pasadena,CA,90003,USA,NA,Small
10378,34,$42.64,"$1,449.76",02/10/05,Shipped,1,2,2005,Classic Cars,124,S18_1589,Madrid,,28034,Spain,EMEA,Small
10407,59,$100.00,"$7,048.14",04/22/05,On Hold,2,4,2005,Classic Cars,124,S18_1589,San Jose,CA,94217,USA,NA,Large
10419,37,$100.00,"$5,202.94",05/17/05,Shipped,2,5,2005,Classic Cars,124,S18_1589,Salzburg,,5020,Austria,EMEA,Medium
10106,36,$100.00,"$5,279.40",02/17/03,Shipped,1,2,2003,Planes,157,S18_1662,Bergamo,,24100,Italy,EMEA,Medium
10119,43,$100.00,"$6,916.12",04/28/03,Shipped,2,4,2003,Planes,157,S18_1662,Salzburg,,5020,Austria,EMEA,Medium
10131,21,$100.00,"$2,781.66",06/16/03,Shipped,2,6,2003,Planes,157,S18_1662,Glendale,CT,97561,USA,NA,Small
10143,32,$100.00,"$5,248.00",08/10/03,Shipped,3,8,2003,Planes,157,S18_1662,New Bedford,MA,50553,USA,NA,Medium
10155,38,$100.00,"$6,531.44",10/06/03,Shipped,4,10,2003,Planes,157,S18_1662,Helsinki,,21240,Finland,EMEA,Medium
10167,43,$100.00,"$5,763.72",10/23/03,Cancelled,4,10,2003,Planes,157,S18_1662,Boras,,S-844 67,Sweden,EMEA,Medium
10178,42,$100.00,"$6,490.68",11/08/03,Shipped,4,11,2003,Planes,157,S18_1662,Toulouse,,31000,France,EMEA,Medium
10186,32,$100.00,"$6,004.80",11/14/03,Shipped,4,11,2003,Planes,157,S18_1662,London,,WA1 1DP,UK,EMEA,Medium
10198,42,$100.00,"$7,483.98",11/27/03,Shipped,4,11,2003,Planes,157,S18_1662,Makati City,,1227 MM,Philippines,Japan,Large
10210,31,$100.00,"$5,719.50",01/12/04,Shipped,1,1,2004,Planes,157,S18_1662,Osaka,Osaka,530-0003,Japan,Japan,Medium
10222,49,$100.00,"$6,954.08",02/19/04,Shipped,1,2,2004,Planes,157,S18_1662,San Diego,CA,91217,USA,NA,Medium
10250,45,$100.00,"$8,160.30",05/11/04,Shipped,2,5,2004,Planes,157,S18_1662,San Jose,CA,94217,USA,NA,Large
10262,49,$100.00,"$6,567.96",06/24/04,Cancelled,2,6,2004,Planes,157,S18_1662,Madrid,,28034,Spain,EMEA,Medium
10274,41,$100.00,"$6,724.00",07/21/04,Shipped,3,7,2004,Planes,157,S18_1662,Brickhaven,MA,58339,USA,NA,Medium
10284,45,$100.00,"$5,747.85",08/21/04,Shipped,3,8,2004,Planes,157,S18_1662,Oslo,,N 0106,Norway,EMEA,Medium
10296,36,$100.00,"$5,676.84",09/15/04,Shipped,3,9,2004,Planes,157,S18_1662,Munich,,80686,Germany,EMEA,Medium
10307,39,$100.00,"$7,379.97",10/14/04,Shipped,4,10,2004,Planes,157,S18_1662,Philadelphia,PA,71270,USA,NA,Large
10316,27,$100.00,"$3,704.13",11/01/04,Shipped,4,11,2004,Planes,157,S18_1662,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Medium
10327,25,$100.00,"$2,804.75",11/10/04,Resolved,4,11,2004,Planes,157,S18_1662,Kobenhavn,,1734,Denmark,EMEA,Small
10338,41,$100.00,"$5,624.79",11/22/04,Shipped,4,11,2004,Planes,157,S18_1662,Charleroi,,B-6000,Belgium,EMEA,Medium
10351,39,$99.52,"$3,881.28",12/03/04,Shipped,4,12,2004,Planes,157,S18_1662,London,,WX3 6FW,UK,EMEA,Medium
10373,28,$57.55,"$1,611.40",01/31/05,Shipped,1,1,2005,Planes,157,S18_1662,Oulu,,90110,Finland,EMEA,Small
10386,25,$54.57,"$1,364.25",03/01/05,Resolved,1,3,2005,Planes,157,S18_1662,Madrid,,28034,Spain,EMEA,Small
10398,33,$100.00,"$4,215.09",03/30/05,Shipped,1,3,2005,Planes,157,S18_1662,Reims,,51100,France,EMEA,Medium
10400,34,$100.00,"$6,433.82",04/01/05,Shipped,2,4,2005,Planes,157,S18_1662,San Jose,CA,94217,USA,NA,Medium
10416,24,$100.00,"$4,352.16",05/10/05,Shipped,2,5,2005,Planes,157,S18_1662,Reggio Emilia,,42100,Italy,EMEA,Medium
10100,30,$100.00,"$5,151.00",01/06/03,Shipped,1,1,2003,Vintage Cars,170,S18_1749,Nashua,NH,62005,USA,NA,Medium
10110,42,$100.00,"$6,069.00",03/18/03,Shipped,1,3,2003,Vintage Cars,170,S18_1749,Manchester,,EC2 5NT,UK,EMEA,Medium
10124,21,$100.00,"$2,856.00",05/21/03,Shipped,2,5,2003,Vintage Cars,170,S18_1749,Las Vegas,NV,83030,USA,NA,Small
10149,34,$100.00,"$5,375.40",09/12/03,Shipped,3,9,2003,Vintage Cars,170,S18_1749,Brisbane,CA,94217,USA,NA,Medium
10162,29,$100.00,"$5,176.50",10/18/03,Shipped,4,10,2003,Vintage Cars,170,S18_1749,San Francisco,CA,,USA,NA,Medium
10173,24,$100.00,"$3,508.80",11/05/03,Shipped,4,11,2003,Vintage Cars,170,S18_1749,Bergamo,,24100,Italy,EMEA,Medium
10182,44,$100.00,"$7,554.80",11/12/03,Shipped,4,11,2003,Vintage Cars,170,S18_1749,San Rafael,CA,97562,USA,NA,Large
10193,21,$100.00,"$3,141.60",11/21/03,Shipped,4,11,2003,Vintage Cars,170,S18_1749,Glen Waverly,Victoria,3150,Australia,APAC,Medium
10204,33,$100.00,"$5,890.50",12/02/03,Shipped,4,12,2003,Vintage Cars,170,S18_1749,NYC,NY,10022,USA,NA,Medium
10214,30,$100.00,"$5,967.00",01/26/04,Shipped,1,1,2004,Vintage Cars,170,S18_1749,Madrid,,28023,Spain,EMEA,Medium
10227,26,$100.00,"$3,712.80",03/02/04,Shipped,1,3,2004,Vintage Cars,170,S18_1749,Lyon,,69004,France,EMEA,Medium
10241,41,$100.00,"$7,597.30",04/13/04,Shipped,2,4,2004,Vintage Cars,170,S18_1749,Strasbourg,,67000,France,EMEA,Large
10280,26,$100.00,"$3,668.60",08/17/04,Shipped,3,8,2004,Vintage Cars,170,S18_1749,Torino,,10100,Italy,EMEA,Medium
10288,32,$100.00,"$5,875.20",09/01/04,Shipped,3,9,2004,Vintage Cars,170,S18_1749,Singapore,,69045,Singapore,APAC,Medium
10302,43,$100.00,"$7,310.00",10/06/03,Shipped,4,10,2003,Vintage Cars,170,S18_1749,Liverpool,,WX1 6LT,UK,EMEA,Large
10312,48,$100.00,"$8,078.40",10/21/04,Shipped,4,10,2004,Vintage Cars,170,S18_1749,San Rafael,CA,97562,USA,NA,Large
10331,44,$74.04,"$3,257.76",11/17/04,Shipped,4,11,2004,Vintage Cars,170,S18_1749,Philadelphia,PA,71270,USA,NA,Medium
10344,45,$100.00,"$7,650.00",11/25/04,Shipped,4,11,2004,Vintage Cars,170,S18_1749,Marseille,,13008,France,EMEA,Large
10367,37,$100.00,"$4,703.81",01/12/05,Resolved,1,1,2005,Vintage Cars,170,S18_1749,Pasadena,CA,90003,USA,NA,Medium
10379,39,$100.00,"$5,399.55",02/10/05,Shipped,1,2,2005,Vintage Cars,170,S18_1749,Madrid,,28034,Spain,EMEA,Medium
10407,76,$100.00,"$14,082.80",04/22/05,On Hold,2,4,2005,Vintage Cars,170,S18_1749,San Jose,CA,94217,USA,NA,Large
10420,37,$100.00,"$5,283.60",05/29/05,In Process,2,5,2005,Vintage Cars,170,S18_1749,Chatswood,NSW,2067,Australia,APAC,Medium
10108,38,$82.39,"$3,130.82",03/03/03,Shipped,1,3,2003,Classic Cars,77,S18_1889,Makati City,,1227 MM,Philippines,Japan,Medium
10122,43,$72.38,"$3,112.34",05/08/03,Shipped,2,5,2003,Classic Cars,77,S18_1889,Marseille,,13008,France,EMEA,Medium
10135,48,$79.31,"$3,806.88",07/02/03,Shipped,3,7,2003,Classic Cars,77,S18_1889,San Rafael,CA,97562,USA,NA,Medium
10147,26,$82.39,"$2,142.14",09/05/03,Shipped,3,9,2003,Classic Cars,77,S18_1889,Brickhaven,MA,58339,USA,NA,Small
10160,38,$88.55,"$3,364.90",10/11/03,Shipped,4,10,2003,Classic Cars,77,S18_1889,Los Angeles,CA,,USA,NA,Medium
10170,20,$63.14,"$1,262.80",11/04/03,Shipped,4,11,2003,Classic Cars,77,S18_1889,Graz,,8010,Austria,EMEA,Small
10181,22,$73.92,"$1,626.24",11/12/03,Shipped,4,11,2003,Classic Cars,77,S18_1889,Bergen,,N 5804,Norway,EMEA,Small
10192,45,$90.86,"$4,088.70",11/20/03,Shipped,4,11,2003,Classic Cars,77,S18_1889,Nashua,NH,62005,USA,NA,Medium
10203,45,$85.47,"$3,846.15",12/02/03,Shipped,4,12,2003,Classic Cars,77,S18_1889,Madrid,,28034,Spain,EMEA,Medium
10212,20,$66.99,"$1,339.80",01/16/04,Shipped,1,1,2004,Classic Cars,77,S18_1889,Madrid,,28034,Spain,EMEA,Small
10225,47,$64.68,"$3,039.96",02/22/04,Shipped,1,2,2004,Classic Cars,77,S18_1889,Gensve,,1203,Switzerland,EMEA,Medium
10239,46,$73.92,"$3,400.32",04/12/04,Shipped,2,4,2004,Classic Cars,77,S18_1889,Oulu,,90110,Finland,EMEA,Medium
10253,23,$83.93,"$1,930.39",06/01/04,Cancelled,2,6,2004,Classic Cars,77,S18_1889,Liverpool,,WX1 6LT,UK,EMEA,Small
10266,33,$74.69,"$2,464.77",07/06/04,Shipped,3,7,2004,Classic Cars,77,S18_1889,Reggio Emilia,,42100,Italy,EMEA,Small
10278,29,$90.86,"$2,634.94",08/06/04,Shipped,3,8,2004,Classic Cars,77,S18_1889,Las Vegas,NV,83030,USA,NA,Small
10287,44,$82.39,"$3,625.16",08/30/04,Shipped,3,8,2004,Classic Cars,77,S18_1889,Gensve,,1203,Switzerland,EMEA,Medium
10300,41,$92.40,"$3,788.40",10/04/03,Shipped,4,10,2003,Classic Cars,77,S18_1889,Frankfurt,,60528,Germany,EMEA,Medium
10310,20,$91.63,"$1,832.60",10/16/04,Shipped,4,10,2004,Classic Cars,77,S18_1889,Koln,,50739,Germany,EMEA,Small
10321,37,$78.54,"$2,905.98",11/04/04,Shipped,4,11,2004,Classic Cars,77,S18_1889,New Bedford,MA,50553,USA,NA,Small
10329,29,$100.00,"$2,954.81",11/15/04,Shipped,4,11,2004,Classic Cars,77,S18_1889,NYC,NY,10022,USA,NA,Small
10342,55,$65.45,"$3,599.75",11/24/04,Shipped,4,11,2004,Classic Cars,77,S18_1889,Melbourne,Victoria,3004,Australia,APAC,Medium
10363,22,$100.00,"$3,686.54",01/06/05,Shipped,1,1,2005,Classic Cars,77,S18_1889,Espoo,,FIN-02271,Finland,EMEA,Medium
10377,31,$67.76,"$2,100.56",02/09/05,Shipped,1,2,2005,Classic Cars,77,S18_1889,Helsinki,,21240,Finland,EMEA,Small
10389,49,$79.22,"$3,881.78",03/03/05,Shipped,1,3,2005,Classic Cars,77,S18_1889,Boras,,S-844 67,Sweden,EMEA,Medium
10405,61,$73.92,"$4,509.12",04/14/05,Shipped,2,4,2005,Classic Cars,77,S18_1889,Strasbourg,,67000,France,EMEA,Medium
10419,39,$83.93,"$3,273.27",05/17/05,Shipped,2,5,2005,Classic Cars,77,S18_1889,Salzburg,,5020,Austria,EMEA,Medium
10109,38,$100.00,"$4,432.70",03/10/03,Shipped,1,3,2003,Classic Cars,142,S18_1984,Philadelphia,PA,71270,USA,NA,Medium
10122,31,$100.00,"$4,100.99",05/08/03,Shipped,2,5,2003,Classic Cars,142,S18_1984,Marseille,,13008,France,EMEA,Medium
10136,36,$100.00,"$5,274.72",07/04/03,Shipped,3,7,2003,Classic Cars,142,S18_1984,Toulouse,,31000,France,EMEA,Medium
10148,25,$100.00,"$4,232.00",09/11/03,Shipped,3,9,2003,Classic Cars,142,S18_1984,North Sydney,NSW,2060,Australia,APAC,Medium
10161,48,$100.00,"$6,145.44",10/17/03,Shipped,4,10,2003,Classic Cars,142,S18_1984,Aaarhus,,8200,Denmark,EMEA,Medium
10171,35,$100.00,"$4,680.20",11/05/03,Shipped,4,11,2003,Classic Cars,142,S18_1984,Montreal,Quebec,H1J 1C3,Canada,NA,Medium
10181,21,$100.00,"$3,286.08",11/12/03,Shipped,4,11,2003,Classic Cars,142,S18_1984,Bergen,,N 5804,Norway,EMEA,Medium
10192,47,$100.00,"$7,421.30",11/20/03,Shipped,4,11,2003,Classic Cars,142,S18_1984,Nashua,NH,62005,USA,NA,Large
10204,38,$100.00,"$6,432.64",12/02/03,Shipped,4,12,2003,Classic Cars,142,S18_1984,NYC,NY,10022,USA,NA,Medium
10212,41,$100.00,"$4,840.87",01/16/04,Shipped,1,1,2004,Classic Cars,142,S18_1984,Madrid,,28034,Spain,EMEA,Medium
10226,24,$100.00,"$3,892.08",02/26/04,Shipped,1,2,2004,Classic Cars,142,S18_1984,San Diego,CA,91217,USA,NA,Medium
10240,37,$100.00,"$5,526.32",04/13/04,Shipped,2,4,2004,Classic Cars,142,S18_1984,Osaka,Osaka,530-0003,Japan,Japan,Medium
10253,33,$100.00,"$4,459.62",06/01/04,Cancelled,2,6,2004,Classic Cars,142,S18_1984,Liverpool,,WX1 6LT,UK,EMEA,Medium
10266,49,$100.00,"$6,203.40",07/06/04,Shipped,3,7,2004,Classic Cars,142,S18_1984,Reggio Emilia,,42100,Italy,EMEA,Medium
10278,29,$100.00,"$3,754.05",08/06/04,Shipped,3,8,2004,Classic Cars,142,S18_1984,Las Vegas,NV,83030,USA,NA,Medium
10287,24,$100.00,"$3,516.48",08/30/04,Shipped,3,8,2004,Classic Cars,142,S18_1984,Gensve,,1203,Switzerland,EMEA,Medium
10301,47,$100.00,"$7,488.04",10/05/03,Shipped,4,10,2003,Classic Cars,142,S18_1984,Oslo,,N 0106,Norway,EMEA,Large
10310,24,$100.00,"$3,448.08",10/16/04,Shipped,4,10,2004,Classic Cars,142,S18_1984,Koln,,50739,Germany,EMEA,Medium
